"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"63","Fall 2019_AFAS_280","College of Social & Behav Sci","Latin American Area Center","AFAS_280","AFAS","280","Brazilian Identity","Lower Division",32,0,6,1,7,24,1,0,"Fall 2019",2020,0,18.8,3.1,21.9,75,3.1,0,"",3,124619,2,64,150,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"64","Fall 2019_AFAS_300","College of Humanities","Africana Studies","AFAS_300","AFAS","300","Hist View Afr Diaspora Cinema","Upper Division",48,7,9,3,19,29,0,0,"Fall 2019",2020,14.6,18.8,6.3,39.6,60.4,0,0,"",3,129122,2,48,310,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"65","Fall 2019_AFAS_302","College of Humanities","Africana Studies","AFAS_302","AFAS","302","AFAS Research Approaches","Upper Division",18,0,4,4,8,10,0,0,"Fall 2019",2020,0,22.2,22.2,44.4,55.6,0,0,"",3,56305,1,18,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"66","Fall 2019_AFAS_304A","College of Humanities","Africana Studies","AFAS_304A","AFAS","304A","Soc Const Race:Whiteness","Upper Division",67,4,12,5,21,44,2,0,"Fall 2019",2020,6,17.9,7.5,31.3,65.7,3,0,"Y",3,133794,2,67,70,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"67","Fall 2019_AFAS_306","College of Humanities","Africana Studies","AFAS_306","AFAS","306","Afr Am Autobiog:Wmn+Hist","Upper Division",25,1,1,4,6,19,0,0,"Fall 2019",2020,4,4,16,24,76,0,0,"",3,124627,2,25,132,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"68","Fall 2019_AFAS_320","College of Humanities","Africana Studies","AFAS_320","AFAS","320","African-Amer Slave Narr","Upper Division",98,2,9,3,14,81,3,0,"Fall 2019",2020,2,9.2,3.1,14.3,82.7,3.1,0,"",3,69029,1,98,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"69","Fall 2019_AFAS_335","College of Humanities","Religious Studies, Cmt","AFAS_335","AFAS","335","Rap, Culture And God","Upper Division",65,3,5,0,8,56,1,0,"Fall 2019",2020,4.6,7.7,0,12.3,86.2,1.5,0,"",3,50954,1,65,125,155,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"70","Fall 2019_AFAS_340","College of Humanities","Africana Studies","AFAS_340","AFAS","340","Pol Of Race+African Expr","Upper Division",20,1,1,0,2,17,1,0,"Fall 2019",2020,5,5,0,10,85,5,0,"",3,59880,1,20,60,60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"71","Fall 2019_AFAS_342","College of Humanities","Africana Studies","AFAS_342","AFAS","342","Writers, Women+The Gods","Upper Division",59,2,5,6,13,46,0,0,"Fall 2019",2020,3.4,8.5,10.2,22,78,0,0,"",3,185714,3,59,140,62,0,0,0,1,0,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,4
"72","Fall 2019_AFAS_345","College of Humanities","Africana Studies","AFAS_345","AFAS","345","Caribbean Politics","Upper Division",27,3,1,0,4,23,0,0,"Fall 2019",2020,11.1,3.7,0,14.8,85.2,0,0,"",3,60169,1,27,60,70,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"73","Fall 2019_AFAS_363","College of Social & Behav Sci","Latin American Area Center","AFAS_363","AFAS","363","#Black Lives Matter Across Am","Upper Division",7,1,0,0,1,6,0,0,"Fall 2019",2020,14.3,0,0,14.3,85.7,0,0,"",3,64908,1,7,30,48,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"74","Fall 2019_AFAS_371","College of Humanities","Africana Studies","AFAS_371","AFAS","371","Hip-Hop Cinema","Upper Division",612,9,38,29,76,521,15,0,"Fall 2019",2020,1.5,6.2,4.7,12.4,85.1,2.5,0,"",3,106933,2,612,1000,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"75","Fall 2019_AFAS_376","College of Humanities","College of Humanities","AFAS_376","AFAS","376","Global Soccer","Upper Division",55,3,9,8,20,32,3,0,"Fall 2019",2020,5.5,16.4,14.5,36.4,58.2,5.5,0,"",3,121068,2,55,192,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"76","Fall 2019_AFAS_381","College of Humanities","Africana Studies","AFAS_381","AFAS","381","African/Indigenous Reli","Upper Division",16,0,1,0,1,15,0,0,"Fall 2019",2020,0,6.3,0,6.3,93.8,0,0,"",3,64665,1,16,32,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"77","Fall 2019_AFAS_444","College of Humanities","Africana Studies","AFAS_444","AFAS","444","Rethink Race+Hlth In Us","Upper Division",13,0,0,0,0,13,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,60194,1,13,60,23,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"78","Fall 2019_AFAS_482","College of Humanities","Africana Studies","AFAS_482","AFAS","482","Africn Am+Us Foreign Pol","Upper Division",8,1,2,1,4,3,1,0,"Fall 2019",2020,12.5,25,12.5,50,37.5,12.5,0,"",3,129491,2,8,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"79","Fall 2019_AGTM_100","College of Agric and Life Sci","Agricultural Education","AGTM_100","AGTM","100","Prin + Prac Of Agri Mech","Lower Division",24,1,2,1,4,20,0,0,"Fall 2019",2020,4.2,8.3,4.2,16.7,83.3,0,0,"Y",3,65675,2,48,48,2,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"80","Fall 2019_AGTM_120","College of Agric and Life Sci","Biosystems Engineering","AGTM_120","AGTM","120","Basic Comptr Skills Off Apps","Lower Division",26,1,1,2,4,21,1,0,"Fall 2019",2020,3.8,3.8,7.7,15.4,80.8,3.8,0,"",3,241817,4,26,390,4,1,0,0,1,0,2,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,1
"81","Fall 2019_AGTM_350","College of Agric and Life Sci","Agricultural Education","AGTM_350","AGTM","350","Appl In Agri Mechanics","Upper Division",24,0,0,0,0,24,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"Y",3,100253,2,48,48,2,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"82","Fall 2019_AGTM_380","College of Agric and Life Sci","Agricultural Education","AGTM_380","AGTM","380","Global Agri+Intl Rel","Upper Division",22,1,0,0,1,21,0,0,"Fall 2019",2020,4.5,0,0,4.5,95.5,0,0,"",3,65123,1,22,25,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"83","Fall 2019_AIS_104A","College of Social & Behav Sci","Linguistics","AIS_104A","AIS","104A","Beginning Navajo","Lower Division",12,1,1,0,2,10,0,0,"Fall 2019",2020,8.3,8.3,0,16.7,83.3,0,0,"",3,40643,1,12,30,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"84","Fall 2019_AIS_160A1","Graduate College","American Indian Studies GIDP","AIS_160A1","AIS","160A1","Many Nations/Native Am","Lower Division",117,4,15,3,22,94,1,0,"Fall 2019",2020,3.4,12.8,2.6,18.8,80.3,0.9,0,"",3,392814,9,234,329,528,0,0,7,2,0,0,2,0,2,0,7,0,0,0,2,0,0,0,7,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,6
"85","Fall 2019_AIS_200","Graduate College","American Indian Studies GIDP","AIS_200","AIS","200","Intro Amer Indian Stds","Lower Division",15,0,0,0,0,15,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,50005,1,15,40,38,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"86","Fall 2019_AIS_204A","College of Social & Behav Sci","Linguistics","AIS_204A","AIS","204A","Intermediate Navajo","Lower Division",9,1,0,0,1,8,0,0,"Fall 2019",2020,11.1,0,0,11.1,88.9,0,0,"",3,40647,1,9,25,23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"87","Fall 2019_AIS_210","College of Social & Behav Sci","Linguistics","AIS_210","AIS","210","Amer Indian Languages","Lower Division",27,2,3,4,9,16,2,0,"Fall 2019",2020,7.4,11.1,14.8,33.3,59.3,7.4,0,"",3,81299,2,27,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"88","Fall 2019_AIS_307A","College of Social & Behav Sci","Linguistics","AIS_307A","AIS","307A","Elem O'Odham Language","Upper Division",9,0,0,0,0,9,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,40653,1,9,25,23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"89","Fall 2019_AIS_346","College of Social & Behav Sci","School of Anthropology","AIS_346","AIS","346","Clovis To Coronado","Upper Division",21,2,0,1,3,18,0,0,"Fall 2019",2020,9.5,0,4.8,14.3,85.7,0,0,"",3,51352,1,21,40,62,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"90","Fall 2019_AIS_431A","Graduate College","American Indian Studies GIDP","AIS_431A","AIS","431A","Tradition Ecological Knowledge","Upper Division",11,0,2,3,5,6,0,0,"Fall 2019",2020,0,18.2,27.3,45.5,54.5,0,0,"",3,66181,1,11,50,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"91","Fall 2019_AIS_434","Graduate College","American Indian Studies GIDP","AIS_434","AIS","434","Tribal Government","Upper Division",14,1,1,0,2,12,0,0,"Fall 2019",2020,7.1,7.1,0,14.3,85.7,0,0,"",3,65987,1,14,28,26,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"92","Fall 2019_AIS_452A","Graduate College","American Indian Studies GIDP","AIS_452A","AIS","452A","Mixed Media Stories: Text/Film","Upper Division",10,0,4,2,6,4,0,0,"Fall 2019",2020,0,40,20,60,40,0,0,"",3,65992,1,10,30,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"93","Fall 2019_ALC_411","College of Agric and Life Sci","Agricultural Education","ALC_411","ALC","411","Princ & Appl Org Innovation","Upper Division",21,0,1,0,1,20,0,0,"Fall 2019",2020,0,4.8,0,4.8,95.2,0,0,"",3,111684,2,21,37,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1
"94","Fall 2019_ALC_422","College of Agric and Life Sci","Agricultural Education","ALC_422","ALC","422","Com Knowledge Ag+Life Sc","Upper Division",158,1,9,3,13,141,4,0,"Fall 2019",2020,0.6,5.7,1.9,8.2,89.2,2.5,0,"",3,98516,2,158,208,284,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"95","Fall 2019_AME_105","College of Engineering","Aerospace & Mechanical Engr","AME_105","AME","105","Introduction to MATLAB I","Lower Division",160,22,17,3,42,115,3,0,"Fall 2019",2020,13.8,10.6,1.9,26.3,71.9,1.9,0,"",1,416573,8,320,345,307,2,1,2,3,0,0,3,2,2,1,1,0,0,7,1,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,7
"96","Fall 2019_AME_170B1","College of Engineering","Aerospace & Mechanical Engr","AME_170B1","AME","170B1","Aeronautics:Sci+People","Lower Division",89,10,3,1,14,69,6,0,"Fall 2019",2020,11.2,3.4,1.1,15.7,77.5,6.7,0,"",3,311192,7,178,180,193,2,1,2,2,0,0,2,0,2,5,0,0,0,0,2,0,0,0,5,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,7
"97","Fall 2019_AME_205","College of Engineering","Aerospace & Mechanical Engr","AME_205","AME","205","Introduction to MATLAB II","Lower Division",156,10,13,4,27,127,2,0,"Fall 2019",2020,6.4,8.3,2.6,17.3,81.4,1.3,0,"",1,421667,8,312,362,307,2,1,2,3,0,0,3,2,2,1,1,0,0,7,1,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,7
"98","Fall 2019_AME_211","College of Engineering","Aerospace & Mechanical Engr","AME_211","AME","211","Computer-Aided Drafting/Mfg","Lower Division",46,3,1,7,11,34,1,0,"Fall 2019",2020,6.5,2.2,15.2,23.9,73.9,2.2,0,"",3,66331,1,46,60,142,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"99","Fall 2019_AME_230","College of Engineering","Aerospace & Mechanical Engr","AME_230","AME","230","Thermodynamics","Lower Division",84,4,5,8,17,65,2,0,"Fall 2019",2020,4.8,6,9.5,20.2,77.4,2.4,0,"",3,61684,1,84,110,142,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"100","Fall 2019_AME_250","College of Engineering","Aerospace & Mechanical Engr","AME_250","AME","250","Dynamics","Lower Division",74,9,2,1,12,61,1,0,"Fall 2019",2020,12.2,2.7,1.4,16.2,82.4,1.4,0,"",3,43804,1,74,80,83,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"101","Fall 2019_AME_300","College of Engineering","Aerospace & Mechanical Engr","AME_300","AME","300","Instrumentation Lab","Upper Division",79,3,1,0,4,73,2,0,"Fall 2019",2020,3.8,1.3,0,5.1,92.4,2.5,0,"",3,343376,7,158,216,231,1,0,1,5,0,0,1,2,1,2,2,0,0,6,1,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,7
"102","Fall 2019_AME_301","College of Engineering","Aerospace & Mechanical Engr","AME_301","AME","301","Engineering Analysis","Upper Division",150,12,3,0,15,133,2,0,"Fall 2019",2020,8,2,0,10,88.7,1.3,0,"",3,155263,3,150,205,232,0,1,0,1,0,1,2,0,2,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,7
"103","Fall 2019_AME_302","College of Engineering","Aerospace & Mechanical Engr","AME_302","AME","302","Numerical Methods","Upper Division",27,0,0,0,0,26,1,0,"Fall 2019",2020,0,0,0,0,96.3,3.7,0,"",3,50078,1,27,60,60,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"104","Fall 2019_AME_313","College of Engineering","Aerospace & Mechanical Engr","AME_313","AME","313","Engineering Design Laboratory","Upper Division",102,0,0,1,1,101,0,0,"Fall 2019",2020,0,0,1,1,99,0,0,"",1,525223,10,102,120,10,2,4,3,1,0,0,2,2,2,2,2,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,7
"105","Fall 2019_AME_320","College of Engineering","Aerospace & Mechanical Engr","AME_320","AME","320","Aerodynamics","Upper Division",52,3,3,1,7,44,1,0,"Fall 2019",2020,5.8,5.8,1.9,13.5,84.6,1.9,0,"",3,58213,1,52,55,48,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"106","Fall 2019_AME_324A","College of Engineering","Aerospace & Mechanical Engr","AME_324A","AME","324A","Mech Behav Eng Materials","Upper Division",125,14,3,4,21,103,1,0,"Fall 2019",2020,11.2,2.4,3.2,16.8,82.4,0.8,0,"",3,86565,2,125,140,112,0,2,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7
"107","Fall 2019_AME_324B","College of Engineering","Aerospace & Mechanical Engr","AME_324B","AME","324B","Engr Component Design","Upper Division",25,3,1,1,5,20,0,0,"Fall 2019",2020,12,4,4,20,80,0,0,"",3,54268,1,25,55,48,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"108","Fall 2019_AME_324L","College of Engineering","Aerospace & Mechanical Engr","AME_324L","AME","324L","Mechs Of Materials Lab","Upper Division",91,2,1,3,6,84,1,0,"Fall 2019",2020,2.2,1.1,3.3,6.6,92.3,1.1,0,"",1,207352,5,91,120,5,0,0,0,0,5,0,1,1,1,1,1,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,7
"109","Fall 2019_AME_331","College of Engineering","Aerospace & Mechanical Engr","AME_331","AME","331","Intro to Fluid Mechanics","Upper Division",143,11,3,4,18,124,1,0,"Fall 2019",2020,7.7,2.1,2.8,12.6,86.7,0.7,0,"",3,159778,3,143,240,256,1,1,0,0,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,7
"110","Fall 2019_AME_352","College of Engineering","Aerospace & Mechanical Engr","AME_352","AME","352","Dynamics Of Machines","Upper Division",81,0,0,0,0,80,1,0,"Fall 2019",2020,0,0,0,0,98.8,1.2,0,"",3,25147,1,81,110,142,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"111","Fall 2019_AME_400","College of Engineering","Aerospace & Mechanical Engr","AME_400","AME","400","Senior Mechanical Lab","Upper Division",88,2,0,1,3,85,0,0,"Fall 2019",2020,2.3,0,1.1,3.4,96.6,0,0,"",2,767555,12,176,206,858,2,0,6,4,0,0,1,8,1,1,1,0,0,6,6,0,0,0,0,0,0,6,0,0,6,0,12,0,0,0,0,0,0,0,0,7
"112","Fall 2019_AME_401","College of Engineering","Aerospace & Mechanical Engr","AME_401","AME","401","Senior Aerospace Lab","Upper Division",32,0,0,0,0,32,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",2,374207,6,32,30,6,0,0,0,6,0,0,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,7
"113","Fall 2019_AME_420","College of Engineering","Aerospace & Mechanical Engr","AME_420","AME","420","Aerospace Conceptual Design","Upper Division",31,0,0,1,1,30,0,0,"Fall 2019",2020,0,0,3.2,3.2,96.8,0,0,"",3,51382,1,31,45,48,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"114","Fall 2019_AME_425","College of Engineering","Aerospace & Mechanical Engr","AME_425","AME","425","Aerospace Propulsion","Upper Division",34,0,1,0,1,33,0,0,"Fall 2019",2020,0,2.9,0,2.9,97.1,0,0,"",3,25241,1,34,55,142,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"115","Fall 2019_AME_430","College of Engineering","Aerospace & Mechanical Engr","AME_430","AME","430","Inter Thermodynamics","Upper Division",102,1,0,1,2,99,1,0,"Fall 2019",2020,1,0,1,2,97.1,1,0,"",3,130942,2,102,105,71,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,7
"116","Fall 2019_AME_432","College of Engineering","Aerospace & Mechanical Engr","AME_432","AME","432","Heat Transfer","Upper Division",119,8,3,0,11,108,0,0,"Fall 2019",2020,6.7,2.5,0,9.2,90.8,0,0,"",3,155461,3,119,175,161,2,1,0,0,0,0,2,1,2,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,7
"117","Fall 2019_AME_442A","College of Engineering","Aerospace & Mechanical Engr","AME_442A","AME","442A","Hvac System Design","Upper Division",13,3,0,0,3,10,0,0,"Fall 2019",2020,23.1,0,0,23.1,76.9,0,0,"",3,62309,1,13,30,33,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"118","Fall 2019_AME_444","College of Engineering","Aerospace & Mechanical Engr","AME_444","AME","444","Applied Thermodynamics","Upper Division",20,0,0,0,0,20,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,62596,1,20,29,31,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"119","Fall 2019_AME_452","College of Engineering","Aerospace & Mechanical Engr","AME_452","AME","452","Planar Multibd Dyn/Applc","Upper Division",8,0,0,2,2,6,0,0,"Fall 2019",2020,0,0,25,25,75,0,0,"",3,25243,1,8,20,48,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"120","Fall 2019_AME_454","College of Engineering","Aerospace & Mechanical Engr","AME_454","AME","454","Spacecraft Attitude Dyn/Contrl","Upper Division",33,2,1,1,4,29,0,0,"Fall 2019",2020,6.1,3,3,12.1,87.9,0,0,"",3,67657,1,33,45,50,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"121","Fall 2019_AME_455","College of Engineering","Aerospace & Mechanical Engr","AME_455","AME","455","Control System Design","Upper Division",67,3,0,1,4,63,0,0,"Fall 2019",2020,4.5,0,1.5,6,94,0,0,"Y",3,123075,2,67,90,51,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,7
"122","Fall 2019_AME_457","College of Engineering","Aerospace & Mechanical Engr","AME_457","AME","457","Orbit Mech+Space Flight","Upper Division",47,0,0,1,1,45,1,0,"Fall 2019",2020,0,0,2.1,2.1,95.7,2.1,0,"",3,50120,1,47,60,72,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"123","Fall 2019_AME_489A","College of Engineering","Aerospace & Mechanical Engr","AME_489A","AME","489A","Fab Tech Micro+Nanodevic","Upper Division",14,0,0,0,0,14,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,95245,2,14,20,50,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7
"124","Fall 2019_AME_495S","College of Engineering","Aerospace & Mechanical Engr","AME_495S","AME","495S","Senior Colloquium","Upper Division",156,0,0,0,0,155,1,0,"Fall 2019",2020,0,0,0,0,99.4,0.6,0,"",1,25304,1,156,235,390,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"125","Fall 2019_ANTH_150A1","College of Social & Behav Sci","School of Anthropology","ANTH_150A1","ANTH","150A1","Race, Ethnicity+Am Dream","Lower Division",144,4,13,1,18,123,3,0,"Fall 2019",2020,2.8,9,0.7,12.5,85.4,2.1,0,"",3,309575,6,288,300,287,1,2,3,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5
"126","Fall 2019_ANTH_150B1","College of Social & Behav Sci","School of Anthropology","ANTH_150B1","ANTH","150B1","Many Ways of Being Human","Lower Division",144,1,14,1,16,124,4,0,"Fall 2019",2020,0.7,9.7,0.7,11.1,86.1,2.8,0,"",3,355361,7,259,270,362,2,4,1,0,0,0,3,2,3,2,4,0,0,0,3,0,0,0,4,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,5
"127","Fall 2019_ANTH_150C1","College of Social & Behav Sci","School of Anthropology","ANTH_150C1","ANTH","150C1","Humanity: A How to Guide","Lower Division",59,4,3,3,10,49,0,0,"Fall 2019",2020,6.8,5.1,5.1,16.9,83.1,0,0,"",3,135511,2,118,120,61,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,5
"128","Fall 2019_ANTH_160A1","College of Social & Behav Sci","School of Anthropology","ANTH_160A1","ANTH","160A1","World Archaeology","Lower Division",376,26,40,21,87,276,13,0,"Fall 2019",2020,6.9,10.6,5.6,23.1,73.4,3.5,0,"",3,591316,12,611,690,966,2,3,5,2,0,0,2,1,2,1,9,0,0,0,3,0,0,0,9,0,0,11,0,0,1,0,11,0,0,0,0,0,0,0,1,5
